,PRD_SEQ,STAR,USER_ID
16069,161,1,70
9542,96,2,43
16928,170,2,29
5437,55,3,38
4744,48,1,45
1057,11,3,58
18985,190,3,86
7958,80,1,59
10953,110,3,54
14274,143,1,75
872,9,1,73
11746,118,4,47
9039,91,3,40
16065,161,1,66
12603,127,4,4
4015,41,4,16
17542,176,2,43
4231,43,4,32
12301,124,3,2
306,4,2,7
16841,169,2,42
17698,177,2,99
3492,35,4,93
10520,106,1,21
5139,52,2,40
11039,111,1,40
12971,130,4,72
19182,192,4,83
5181,52,4,82
11361,114,3,62
11484,115,1,85
1924,20,3,25
18105,182,4,6
9535,96,4,36
13874,139,4,75
13595,136,3,96
16264,163,3,65
6208,63,3,9
1351,14,1,52
15693,157,1,94
12690,127,1,91
9598,96,1,99
5161,52,4,62
13187,132,2,88
866,9,2,67
13056,131,2,57
3344,34,4,45
8195,82,4,96
4301,44,4,2
9731,98,1,32
3533,36,1,34
2449,25,1,50
7621,77,2,22
18300,184,2,1
1185,12,4,86
4900,50,3,1
16961,170,4,62
5936,60,3,37
2264,23,3,65
260,3,3,61
17797,178,4,98
18501,186,3,2
3914,40,2,15
17684,177,2,85
1091,11,1,92
17017,171,2,18
6931,70,1,32
4649,47,3,50
2209,23,2,10
14383,144,2,84
16302,164,3,3
9838,99,3,39
7142,72,2,43
833,9,3,34
11513,116,1,14
10885,109,2,86
15816,159,3,17
19545,196,1,46
10459,105,2,60
8256,83,2,57
898,9,3,99
12510,126,2,11
5271,53,1,72
532,6,1,33
2417,25,3,18
18753,188,4,54
4676,47,4,77
2921,30,1,22
13709,138,1,10
2249,23,2,50
18187,182,1,88
5479,55,1,80
3473,35,3,74
15479,155,4,80
10456,105,1,57
8377,84,4,78
10588,106,2,89
1718,18,2,19
10605,107,2,6
5802,59,4,3
4192,42,4,93
2459,25,2,60
5293,53,4,94
6793,68,2,94
11321,114,3,22
429,5,2,30
2966,30,1,67
17829,179,3,30
17700,178,4,1
2115,22,2,16
9320,94,2,21
9501,96,1,2
17115,172,1,16
13061,131,3,62
19331,194,3,32
9100,92,3,1
11650,117,2,51
16954,170,3,55
3338,34,4,39
10075,101,2,76
7333,74,1,34
3008,31,3,9
18138,182,1,39
14130,142,3,31
17669,177,1,70
11933,120,3,34
6621,67,4,22
5853,59,3,54
17793,178,3,94
17855,179,4,56
7934,80,2,35
3691,37,4,92
11636,117,4,37
5767,58,3,68
9857,99,1,58
18521,186,4,22
4395,44,4,96
6205,63,4,6
2903,30,3,4
1839,19,2,40
11243,113,4,44
8896,89,2,97
17979,180,4,80
13358,134,2,59
10543,106,2,44
6758,68,2,59
14018,141,4,19
15334,154,3,35
6577,66,2,78
13101,132,1,2
17626,177,2,27
620,7,1,21
1656,17,3,57
2628,27,1,29
16787,168,4,88
17679,177,4,80
6508,66,2,9
12646,127,4,47
14085,141,4,86
18316,184,4,17
1999,20,2,100
18046,181,4,47
1686,17,4,87
3881,39,4,82
5286,53,2,87
6242,63,2,43
7518,76,1,19
13330,134,4,31
15653,157,3,54
4215,43,3,16
13892,139,4,93
6595,66,1,96
13585,136,1,86
16677,167,1,78
8291,83,3,92
3322,34,3,23
7224,73,2,25
1723,18,3,24
5747,58,3,48
6104,62,3,5
16535,166,4,36
19196,192,1,97
2407,25,3,8
12221,123,3,22
3465,35,3,66
8149,82,1,50
9571,96,1,72
12005,121,4,6
2171,22,4,72
16012,161,4,13
7831,79,1,32
3604,37,4,5
8726,88,4,27
18328,184,3,29
443,5,4,44
3076,31,3,77
19995,200,4,96
15176,152,1,77
376,4,4,77
3460,35,4,61
9579,96,2,80
825,9,2,26
7470,75,1,71
704,8,3,5
18965,190,4,66
15558,156,3,59
4012,41,1,13
2655,27,4,56
5477,55,1,78
4950,50,4,51
8293,83,3,94
13265,133,4,66
11036,111,4,37
10437,105,3,38
5838,59,4,39
9252,93,1,53
17678,177,4,79
7599,76,1,100
19095,191,5,96
10812,109,2,13
3442,35,4,43
5973,60,1,74
9950,100,2,51
6820,69,4,21
10038,101,4,39
8698,87,4,99
208,3,3,9
2337,24,1,38
15776,158,4,77
4872,49,2,73
3066,31,4,67
16889,169,1,90
11537,116,1,38
5621,57,3,22
4801,49,1,2
3909,40,1,10
13376,134,4,77
7527,76,3,28
15722,158,1,23
17893,179,4,94
14149,142,2,50
703,8,5,4
8865,89,4,66
5172,52,4,73
1934,20,1,35
18740,188,2,41
18456,185,2,57
4694,47,4,95
5165,52,3,66
13465,135,4,66
5526,56,2,27
10500,106,3,1
14187,142,4,88
2804,29,3,5
13726,138,4,27
2702,28,2,3
15971,160,1,72
12973,130,1,74
461,5,3,62
13914,140,1,15
753,8,1,54
8156,82,1,57
11900,120,4,1
15405,155,2,6
14953,150,4,54
8013,81,2,14
4129,42,2,30
1049,11,2,50
14789,148,1,90
17635,177,4,36
10513,106,1,14
14355,144,4,56
12544,126,4,45
19648,197,4,49
17689,177,1,90
19514,196,1,15
14435,145,4,36
5825,59,4,26
10533,106,1,34
10824,109,2,25
7828,79,1,29
18766,188,3,67
9988,100,2,89
19834,199,3,35
17341,174,4,42
4617,47,2,18
9276,93,1,77
908,10,2,9
8839,89,2,40
13588,136,1,89
2293,23,4,94
8193,82,2,94
1841,19,2,42
6892,69,2,93
7273,73,4,74
5651,57,4,52
3388,34,4,89
8746,88,1,47
6674,67,3,75
17738,178,4,39
12257,123,4,58
4121,42,4,22
19677,197,3,78
1201,13,3,2
18276,183,3,77
8917,90,3,18
111,2,2,12
18219,183,2,20
7229,73,2,30
1701,18,2,2
5879,59,3,80
12726,128,2,27
12428,125,4,29
17795,178,2,96
10393,104,4,94
9767,98,4,68
978,10,3,79
16159,162,3,60
14290,143,1,91
16634,167,4,35
14678,147,1,79
7730,78,2,31
7570,76,4,71
6194,62,2,95
15925,160,1,26
6550,66,2,51
18873,189,4,74
12273,123,1,74
9720,98,1,21
4960,50,4,61
19719,198,1,20
6842,69,4,43
12004,121,3,5
19417,195,4,18
8496,85,1,97
4364,44,1,65
1408,15,1,9
7136,72,3,37
14225,143,3,26
8565,86,2,66
10034,101,2,35
13847,139,1,48
15667,157,2,68
13827,139,3,28
12204,123,1,5
8309,84,3,10
11802,119,3,3
3386,34,1,87
7112,72,3,13
7699,77,2,100
16418,165,3,19
9248,93,1,49
13824,139,3,25
18894,189,5,95
10274,103,2,75
4641,47,4,42
11979,120,2,80
13241,133,2,42
2416,25,1,17
9189,92,1,90
13209,133,2,10
1614,17,1,15
19079,191,2,80
11215,113,2,16
12276,123,2,77
13161,132,4,62
14147,142,1,48
7335,74,3,36
8618,87,2,19
18156,182,2,57
16053,161,4,54
1972,20,3,73
16301,164,3,2
2366,24,4,67
11074,111,2,75
16674,167,4,75
15652,157,4,53
10547,106,3,48
16459,165,3,60
11194,112,3,95
4786,48,4,87
3996,40,4,97
8064,81,4,65
7074,71,3,75
16886,169,4,87
7540,76,1,41
4913,50,2,14
3679,37,3,80
17468,175,2,69
14654,147,3,55
11532,116,2,33
8350,84,1,51
14410,145,2,11
18476,185,4,77
16142,162,4,43
14155,142,1,56
4106,42,4,7
15146,152,1,47
8836,89,2,37
14625,147,2,26
216,3,4,17
17263,173,2,64
4970,50,1,71
19469,195,3,70
5531,56,2,32
5511,56,4,12
1670,17,4,71
15648,157,4,49
6101,62,3,2
6395,64,1,96
4707,48,1,8
8729,88,2,30
5608,57,1,9
3360,34,4,61
16042,161,3,43
14991,150,2,92
8093,81,1,94
14016,141,4,17
17112,172,3,13
4878,49,3,79
3804,39,1,5
14728,148,1,29
15744,158,3,45
6486,65,1,87
19453,195,2,54
6293,63,4,94
12339,124,4,40
7663,77,1,64
19582,196,3,83
7304,74,2,5
5076,51,3,77
8253,83,3,54
14840,149,4,41
4696,47,2,97
7576,76,4,77
8116,82,2,17
2297,23,3,98
1642,17,4,43
9606,97,1,7
7546,76,4,47
10205,103,1,6
10621,107,3,22
763,8,1,64
15799,158,3,100
11275,113,3,76
9299,93,2,100
14242,143,1,43
8395,84,2,96
644,7,4,45
10935,110,3,36
12307,124,3,8
3297,33,4,98
12218,123,4,19
18930,190,4,31
2340,24,4,41
17452,175,1,53
7430,75,3,31
2913,30,4,14
3351,34,4,52
2390,24,4,91
7004,71,3,5
12447,125,3,48
18001,181,3,2
7207,73,1,8
8757,88,1,58
2477,25,1,78
9414,95,3,15
11967,120,4,68
17199,172,1,100
4558,46,1,59
14245,143,3,46
7904,80,2,5
15849,159,4,50
9273,93,1,74
8815,89,3,16
7039,71,4,40
9849,99,5,50
6021,61,4,22
1126,12,4,27
15018,151,1,19
7308,74,4,9
19627,197,3,28
6634,67,3,35
15793,158,4,94
13219,133,2,20
17911,180,3,12
1669,17,3,70
16853,169,3,54
8344,84,3,45
8176,82,4,77
11585,116,1,86
17331,174,3,32
11610,117,2,11
3898,39,3,99
6744,68,2,45
7919,80,3,20
6156,62,2,57
3312,34,3,13
479,5,2,80
1596,16,2,97
14813,149,2,14
8915,90,4,16
17662,177,4,63
5715,58,1,16
1786,18,2,87
8254,83,3,55
19793,198,2,94
15354,154,1,55
19076,191,3,77
13730,138,4,31
8040,81,5,41
12947,130,1,48
883,9,4,84
543,6,1,44
11456,115,1,57
4919,50,3,20
18797,188,2,98
1977,20,1,78
13636,137,3,37
4457,45,4,58
18863,189,4,64
2160,22,4,61
7820,79,1,21
16313,164,1,14
14930,150,4,31
18585,186,3,86
5434,55,1,35
17667,177,2,68
18998,190,4,99
17171,172,1,72
510,6,3,11
13197,132,4,98
8194,82,2,95
839,9,2,40
15322,154,3,23
19709,198,4,10
12525,126,3,26
4839,49,2,40
4889,49,3,90
17228,173,3,29
762,8,1,63
11012,111,4,13
16286,163,3,87
4840,49,3,41
8358,84,2,59
7076,71,4,77
1142,12,1,43
6189,62,1,90
14860,149,4,61
9500,96,4,1
5461,55,1,62
16987,170,3,88
5156,52,2,57
1801,19,4,2
4756,48,1,57
15413,155,4,14
8909,90,4,10
10528,106,4,29
530,6,4,31
1919,20,1,20
16249,163,1,50
18055,181,4,56
14176,142,4,77
10475,105,4,76
1949,20,4,50
19056,191,3,57
12169,122,1,70
10960,110,2,61
17661,177,3,62
13733,138,4,34
12627,127,2,28
19729,198,3,30
18352,184,2,53
6341,64,3,42
9929,100,3,30
12304,124,4,5
10163,102,4,64
7894,79,1,95
1903,20,2,4
11919,120,3,20
6679,67,3,80
15570,156,1,71
11259,113,4,60
1183,12,4,84
3060,31,1,61
3859,39,3,60
15907,160,4,8
9124,92,3,25
288,3,3,89
582,6,2,83
4687,47,1,88
3270,33,3,71
7035,71,5,36
8944,90,5,45
3879,39,3,80
9482,95,3,83
2180,22,2,81
10415,105,4,16
7623,77,1,24
9578,96,1,79
17448,175,1,49
11879,119,2,80
11578,116,4,79
10982,110,3,83
9561,96,3,62
8937,90,4,38
19604,197,1,5
6201,63,2,2
18455,185,4,56
11880,119,2,81
7635,77,2,36
17437,175,4,38
9129,92,2,30
11090,111,4,91
18696,187,4,97
185,2,1,86
9987,100,2,88
18467,185,2,68
4062,41,1,63
14613,147,2,14
1415,15,2,16
19062,191,3,63
8649,87,1,50
9279,93,4,80
11212,113,3,13
15694,157,4,95
8898,89,3,99
16208,163,1,9
19832,199,3,33
13795,138,3,96
13715,138,2,16
18612,187,2,13
9382,94,3,83
6630,67,2,31
7380,74,3,81
12248,123,3,49
9960,100,4,61
2952,30,3,53
18789,188,1,90
11313,114,3,14
6805,69,3,6
8878,89,4,79
2205,23,1,6
17108,172,1,9
11661,117,4,62
19782,198,1,83
2456,25,1,57
6096,61,1,97
19165,192,2,66
17194,172,2,95
7475,75,1,76
2552,26,1,53
6975,70,4,76
1665,17,3,66
3837,39,4,38
17857,179,1,58
2582,26,4,83
802,9,1,3
10476,105,3,77
12072,121,4,73
11863,119,3,64
7963,80,3,64
1811,19,3,12
19282,193,1,83
3527,36,4,28
4295,43,4,96
602,7,3,3
13531,136,2,32
12190,122,1,91
10056,101,2,57
5040,51,4,41
10687,107,3,88
3275,33,2,76
1760,18,4,61
19009,191,2,10
10600,107,4,1
10845,109,4,46
10868,109,2,69
11153,112,3,54
16339,164,1,40
10168,102,4,69
12598,126,4,99
43,1,2,44
8807,89,3,8
4969,50,2,70
19631,197,2,32
14550,146,4,51
10107,102,3,8
14858,149,3,59
14866,149,4,67
874,9,4,75
6877,69,2,78
19818,199,2,19
1626,17,4,27
8798,88,3,99
9723,98,1,24
2280,23,4,81
14006,141,4,7
979,10,3,80
19343,194,4,44
3819,39,5,20
19513,196,3,14
17191,172,3,92
11399,114,4,100
1179,12,4,80
1018,11,1,19
2955,30,2,56
10210,103,3,11
18850,189,4,51
13510,136,4,11
2400,25,4,1
6945,70,3,46
4646,47,1,47
17098,171,1,99
14878,149,3,79
10830,109,4,31
5425,55,3,26
949,10,2,50
17163,172,3,64
11299,113,2,100
5674,57,1,75
10219,103,2,20
15725,158,3,26
5604,57,4,5
15540,156,2,41
321,4,1,22
12885,129,3,86
16727,168,1,28
8217,83,3,18
17612,177,3,13
16603,167,4,4
11155,112,5,56
7254,73,3,55
10684,107,4,85
4359,44,3,60
17536,176,4,37
948,10,4,49
9029,91,3,30
17592,176,4,93
14111,142,4,12
10734,108,1,35
5228,53,1,29
12065,121,2,66
8863,89,2,64
4227,43,2,28
10525,106,4,26
19701,198,2,2
10322,104,1,23
11841,119,1,42
16564,166,1,65
15785,158,2,86
6393,64,1,94
5120,52,1,21
17248,173,2,49
11062,111,3,63
5239,53,1,40
8289,83,4,90
15406,155,3,7
17852,179,3,53
7391,74,1,92
15111,152,1,12
110,2,4,11
15458,155,1,59
11890,119,2,91
4077,41,3,78
17011,171,4,12
10583,106,3,84
6560,66,4,61
8678,87,4,79
10632,107,1,33
8437,85,1,38
5063,51,4,64
12055,121,4,56
95,1,3,96
8589,86,1,90
19579,196,4,80
2611,27,1,12
14400,145,4,1
11709,118,3,10
18737,188,3,38
16156,162,4,57
11973,120,4,74
5703,58,3,4
16696,167,1,97
16341,164,2,42
9240,93,2,41
18837,189,4,38
6742,68,2,43
11400,115,4,1
4791,48,2,92
12954,130,3,55
8085,81,2,86
319,4,4,20
10349,104,1,50
8527,86,1,28
5913,60,2,14
5614,57,3,15
19735,198,3,36
5493,55,3,94
16203,163,2,4
330,4,1,31
3116,32,2,17
9402,95,2,3
3331,34,4,32
613,7,4,14
15791,158,3,92
15300,154,4,1
9547,96,5,48
14655,147,3,56
6158,62,2,59
18228,183,2,29
15581,156,4,82
9242,93,3,43
11642,117,2,43
10989,110,1,90
8794,88,4,95
13766,138,3,67
7496,75,3,97
18891,189,3,92
3464,35,4,65
14406,145,3,7
6900,70,3,1
7874,79,1,75
6125,62,4,26
1278,13,1,79
19328,194,1,29
11680,117,1,81
9977,100,3,78
11953,120,4,54
6057,61,3,58
14436,145,1,37
15608,157,4,9
7018,71,1,19
5688,57,2,89
18284,183,1,85
51,1,1,52
8500,86,4,1
92,1,3,93
8218,83,2,19
16223,163,4,24
4329,44,3,30
8604,87,3,5
11702,118,1,3
19051,191,1,52
7444,75,3,45
12914,130,3,15
8554,86,3,55
9620,97,4,21
13052,131,3,53
5340,54,2,41
9616,97,2,17
18826,189,4,27
7822,79,2,23
7971,80,1,72
3869,39,3,70
9022,91,1,23
9263,93,4,64
2593,26,3,94
17373,174,1,74
10806,109,1,7
4526,46,3,27
8484,85,1,85
17418,175,2,19
6050,61,4,51
8166,82,2,67
16642,167,3,43
6676,67,2,77
14773,148,5,74
14481,145,1,82
7636,77,3,37
16989,170,1,90
573,6,4,74
16937,170,1,38
6993,70,4,94
5396,54,2,97
12534,126,1,35
8931,90,4,32
5679,57,1,80
68,1,2,69
15987,160,3,88
17481,175,1,82
4746,48,3,47
8977,90,1,78
14937,150,1,38
10752,108,4,53
5691,57,2,92
15378,154,1,79
19601,197,1,2
11277,113,4,78
15426,155,4,27
4341,44,1,42
3017,31,3,18
13215,133,2,16
13282,133,4,83
12220,123,2,21
9298,93,2,99
4075,41,4,76
17620,177,2,21
14978,150,4,79
11816,119,2,17
14479,145,3,80
16732,168,4,33
3495,35,1,96
15077,151,4,78
10827,109,1,28
18011,181,1,12
14533,146,4,34
1485,15,4,86
7652,77,4,53
18217,183,2,18
13883,139,2,84
13817,139,2,18
675,7,1,76
5134,52,1,35
23,1,2,24
18876,189,3,77
13421,135,4,22
12123,122,2,24
16242,163,4,43
2036,21,3,37
3065,31,2,66
16304,164,1,5
6109,62,1,10
14724,148,1,25
7098,71,4,99
6375,64,4,76
16328,164,3,29
7980,80,3,81
16081,161,4,82
6927,70,1,28
1041,11,4,42
8725,88,4,26
18087,181,1,88
114,2,2,15
6991,70,2,92
4250,43,4,51
7550,76,3,51
8422,85,2,23
9525,96,1,26
16731,168,3,32
3853,39,4,54
5813,59,3,14
13150,132,3,51
18905,190,2,6
1758,18,1,59
12969,130,3,70
7644,77,3,45
3680,37,2,81
11604,117,3,5
17994,180,3,95
3598,36,4,99
13332,134,4,33
7410,75,2,11
14275,143,3,76
12538,126,1,39
6278,63,1,79
9134,92,2,35
16451,165,3,52
6319,64,2,20
14496,145,1,97
18680,187,4,81
18793,188,5,94
1780,18,1,81
9682,97,1,83
13968,140,1,69
3822,39,3,23
14699,147,4,100
19012,191,1,13
5837,59,2,38
12228,123,1,29
15004,151,3,5
5044,51,4,45
8932,90,1,33
3838,39,1,39
6351,64,2,52
17283,173,2,84
14366,144,2,67
16742,168,3,43
18644,187,4,45
8999,90,3,100
17013,171,1,14
7790,78,3,91
10788,108,4,89
15209,153,1,10
12774,128,4,75
9020,91,4,21
17259,173,3,60
2984,30,4,85
3279,33,4,80
2815,29,1,16
2649,27,4,50
4923,50,3,24
12283,123,3,84
2347,24,1,48
11846,119,1,47
12628,127,3,29
10371,104,3,72
6635,67,4,36
15464,155,1,65
6708,68,4,9
1414,15,3,15
14080,141,1,81
19478,195,3,79
6157,62,4,58
3033,31,1,34
17048,171,1,49
3628,37,3,29
10496,105,4,97
12932,130,3,33
5556,56,4,57
1348,14,4,49
8495,85,2,96
7063,71,2,64
18151,182,2,52
5896,59,2,97
8562,86,4,63
1618,17,3,19
8471,85,2,72
7045,71,2,46
2924,30,4,25
3206,33,4,7
17934,180,4,35
4274,43,1,75
11547,116,4,48
13309,134,3,10
18590,186,2,91
10246,103,4,47
1950,20,3,51
4829,49,2,30
14833,149,3,34
9708,98,3,9
1068,11,2,69
3660,37,4,61
10981,110,2,82
2470,25,2,71
2274,23,3,75
1265,13,2,66
9140,92,1,41
7864,79,1,65
16355,164,1,56
3038,31,3,39
14632,147,4,33
14241,143,3,42
8774,88,1,75
15699,157,1,100
5032,51,2,33
18536,186,4,37
347,4,4,48
2260,23,1,61
6277,63,3,78
9467,95,2,68
7091,71,1,92
15714,158,2,15
5880,59,1,81
4952,50,4,53
8762,88,3,63
1477,15,1,78
8372,84,1,73
11071,111,1,72
17342,174,4,43
14228,143,2,29
7248,73,3,49
255,3,1,56
7283,73,3,84
9056,91,2,57
4513,46,1,14
107,2,2,8
3717,38,4,18
6702,68,3,3
416,5,2,17
6516,66,4,17
13346,134,4,47
10016,101,3,17
18471,185,4,72
11488,115,3,89
18003,181,1,4
15939,160,4,40
14526,146,1,27
4606,47,1,7
16710,168,2,11
16099,161,2,100
1900,20,1,1
7565,76,1,66
19092,191,2,93
39,1,2,40
13181,132,2,82
14360,144,2,61
8888,89,4,89
2980,30,3,81
11616,117,4,17
10199,102,4,100
3544,36,1,45
2867,29,2,68
18786,188,1,87
13960,140,1,61
4570,46,1,71
6454,65,3,55
1878,19,4,79
17269,173,3,70
3897,39,4,98
2729,28,1,30
15002,151,2,3
6850,69,4,51
414,5,1,15
7887,79,4,88
6386,64,3,87
9787,98,4,88
16497,165,3,98
15863,159,3,64
6485,65,4,86
19799,198,4,100
6333,64,2,34
11603,117,3,4
5932,60,2,33
13242,133,2,43
8065,81,3,66
12489,125,2,90
19178,192,4,79
1787,18,3,88
36,1,1,37
7767,78,4,68
4187,42,3,88
1555,16,3,56
7252,73,4,53
6398,64,4,99
15853,159,1,54
16284,163,4,85
3708,38,3,9
10097,101,1,98
14160,142,1,61
16606,167,2,7
5775,58,1,76
9332,94,3,33
13463,135,4,64
17822,179,3,23
7073,71,3,74
15671,157,1,72
19685,197,2,86
17212,173,1,13
1746,18,4,47
15970,160,4,71
13389,134,2,90
7260,73,2,61
10063,101,1,64
4038,41,2,39
3705,38,1,6
3955,40,4,56
19477,195,4,78
3428,35,3,29
10027,101,4,28
2507,26,3,8
4681,47,2,82
8402,85,2,3
4747,48,2,48
17146,172,3,47
17710,178,4,11
17391,174,1,92
16720,168,2,21
13344,134,1,45
10594,106,3,95
1809,19,5,10
16912,170,4,13
14015,141,3,16
16417,165,1,18
19271,193,1,72
1715,18,4,16
7614,77,2,15
8676,87,1,77
6436,65,2,37
13322,134,3,23
5828,59,3,29
10662,107,3,63
14281,143,3,82
7351,74,2,52
14621,147,1,22
17411,175,4,12
1250,13,4,51
6929,70,1,30
18161,182,2,62
16505,166,4,6
12928,130,4,29
13776,138,3,77
12939,130,2,40
4861,49,1,62
2303,24,2,4
6908,70,2,9
18654,187,4,55
11729,118,4,30
8910,90,3,11
8581,86,1,82
19352,194,3,53
18351,184,1,52
8250,83,1,51
15986,160,1,87
6680,67,3,81
12395,124,1,96
10853,109,4,54
16878,169,4,79
2822,29,2,23
15947,160,1,48
1973,20,1,74
19700,198,3,1
267,3,2,68
10924,110,2,25
15499,155,1,100
2770,28,4,71
2329,24,1,30
13360,134,2,61
13167,132,2,68
11699,117,2,100
7991,80,2,92
13912,140,4,13
17291,173,1,92
318,4,1,19
1536,16,1,37
1471,15,4,72
14495,145,4,96
1369,14,1,70
740,8,1,41
9362,94,3,63
1188,12,2,89
10865,109,4,66
15416,155,1,17
17311,174,4,12
19260,193,3,61
7383,74,3,84
3487,35,4,88
6044,61,2,45
19437,195,2,38
11526,116,1,27
1233,13,3,34
9869,99,1,70
13220,133,3,21
14760,148,2,61
11444,115,4,45
8981,90,2,82
15347,154,2,48
15762,158,2,63
1291,13,2,92
10208,103,4,9
16358,164,1,59
10424,105,1,25
7862,79,3,63
15058,151,3,59
15914,160,2,15
562,6,3,63
1031,11,3,32
5765,58,2,66
17565,176,2,66
17946,180,3,47
18940,190,4,41
7058,71,1,59
4377,44,4,78
16930,170,2,31
12054,121,1,55
6976,70,4,77
17279,173,1,80
18719,188,4,20
17221,173,1,22
5712,58,2,13
7640,77,3,41
1249,13,1,50
16791,168,2,92
18729,188,4,30
2218,23,4,19
11629,117,1,30
17969,180,2,70
16384,164,2,85
16867,169,3,68
16821,169,3,22
12495,125,3,96
15026,151,4,27
9592,96,4,93
6334,64,3,35
4549,46,1,50
12810,129,4,11
7044,71,3,45
11553,116,3,54
12252,123,3,53
2354,24,1,55
10031,101,2,32
14834,149,3,35
16452,165,1,53
5327,54,4,28
1434,15,2,35
264,3,3,65
8324,84,1,25
18130,182,3,31
14276,143,3,77
10689,107,2,90
17615,177,3,16
18452,185,4,53
6347,64,2,48
8584,86,1,85
3378,34,4,79
13955,140,1,56
15474,155,1,75
8620,87,2,21
1437,15,1,38
15414,155,4,15
7960,80,4,61
18941,190,4,42
4692,47,2,93
7441,75,1,42
6255,63,1,56
19942,200,1,43
8594,86,3,95
18298,183,1,99
14455,145,3,56
65,1,2,66
13307,134,1,8
16114,162,3,15
17986,180,2,87
6185,62,3,86
14723,148,2,24
2865,29,4,66
12274,123,4,75
14700,148,4,1
5113,52,2,14
4408,45,4,9
6025,61,3,26
9679,97,4,80
6890,69,4,91
7512,76,2,13
1421,15,1,22
11735,118,2,36
19319,194,2,20
18013,181,4,14
8000,81,1,1
7102,72,3,3
4349,44,1,50
1660,17,4,61
73,1,1,74
1843,19,2,44
770,8,2,71
16904,170,3,5
1285,13,1,86
13134,132,2,35
19893,199,2,94
1941,20,2,42
18867,189,3,68
9978,100,1,79
8265,83,4,66
3397,34,3,98
10375,104,3,76
5064,51,3,65
19553,196,3,54
4027,41,2,28
17510,176,1,11
16909,170,2,10
10665,107,4,66
5897,59,1,98
14765,148,2,66
3963,40,3,64
3937,40,2,38
10241,103,3,42
9820,99,3,21
1110,12,1,11
4414,45,2,15
10191,102,4,92
19071,191,1,72
19869,199,2,70
3146,32,4,47
1377,14,4,78
17245,173,1,46
7507,76,3,8
144,2,2,45
6192,62,2,93
3514,36,4,15
14853,149,3,54
7272,73,2,73
6071,61,4,72
15946,160,4,47
15035,151,1,36
15615,157,2,16
17197,172,4,98
14694,147,2,95
1830,19,4,31
4181,42,4,82
12873,129,3,74
10522,106,1,23
5957,60,1,58
17883,179,4,84
13894,139,4,95
1055,11,1,56
9664,97,1,65
594,6,2,95
12513,126,2,14
1525,16,1,26
19855,199,1,56
5824,59,4,25
5154,52,1,55
9658,97,2,59
13208,133,4,9
15660,157,2,61
19619,197,3,20
18197,182,4,98
761,8,2,62
7824,79,1,25
14906,150,3,7
12272,123,1,73
15614,157,2,15
81,1,3,82
7042,71,3,43
12058,121,1,59
8724,88,3,25
958,10,4,59
8664,87,2,65
6609,67,2,10
15933,160,3,34
10753,108,5,54
7238,73,4,39
16588,166,4,89
15516,156,2,17
3954,40,1,55
4403,45,4,4
14885,149,3,86
17968,180,3,69
4511,46,2,12
15790,158,4,91
6857,69,4,58
5353,54,1,54
4587,46,4,88
16472,165,3,73
18347,184,4,48
11073,111,4,74
13785,138,4,86
17028,171,3,29
11337,114,1,38
3724,38,4,25
1264,13,3,65
4867,49,4,68
12438,125,4,39
7255,73,3,56
13292,133,4,93
9792,98,2,93
13903,140,1,4
4374,44,1,75
4087,41,3,88
15603,157,1,4
12814,129,2,15
1897,19,4,98
12267,123,3,68
7416,75,2,17
17545,176,1,46
12524,126,2,25
15500,156,2,1
2529,26,4,30
14951,150,2,52
8104,82,4,5
6922,70,2,23
8907,90,3,8
660,7,2,61
11471,115,3,72
8744,88,1,45
1118,12,4,19
1287,13,3,88
16257,163,4,58
12098,121,2,99
7358,74,4,59
2316,24,1,17
1417,15,2,18
16902,170,4,3
7,1,4,8
10927,110,2,28
994,10,4,95
13089,131,3,90
4292,43,2,93
15191,152,2,92
9236,93,1,37
2409,25,1,10
296,3,1,97
1864,19,2,65
17867,179,1,68
10444,105,1,45
16477,165,4,78
13701,138,1,2
13491,135,1,92
1145,12,3,46
5789,58,3,90
18908,190,3,9
17920,180,4,21
11862,119,3,63
15185,152,2,86
11592,116,1,93
17488,175,3,89
16326,164,3,27
15501,156,1,2
11315,114,4,16
17930,180,4,31
12789,128,3,90
19829,199,3,30
13170,132,1,71
11474,115,3,75
8381,84,1,82
10224,103,1,25
477,5,1,78
10834,109,2,35
16545,166,2,46
4190,42,2,91
18119,182,4,20
11993,120,4,94
13402,135,4,3
19767,198,1,68
11351,114,2,52
17205,173,1,6
658,7,4,59
2723,28,3,24
1793,18,4,94
17006,171,3,7
5430,55,3,31
12528,126,1,29
493,5,3,94
4253,43,2,54
14685,147,4,86
1463,15,3,64
16091,161,4,92
17714,178,3,15
4008,41,2,9
2287,23,1,88
18934,190,4,35
10551,106,2,52
9157,92,3,58
444,5,2,45
8630,87,2,31
672,7,1,73
18949,190,2,50
12081,121,4,82
15090,151,1,91
5740,58,4,41
1494,15,4,95
11359,114,3,60
5261,53,4,62
19197,192,3,98
3751,38,2,52
13228,133,4,29
756,8,3,57
17515,176,1,16
13354,134,3,55
14065,141,2,66
18951,190,2,52
11598,116,3,99
11124,112,3,25
1374,14,3,75
19768,198,4,69
17010,171,2,11
6572,66,4,73
537,6,4,38
8904,90,3,5
16605,167,4,6
6144,62,2,45
646,7,2,47
11717,118,3,18
2186,22,2,87
15837,159,3,38
19082,191,1,83
19497,195,5,98
14116,142,2,17
17739,178,2,40
9690,97,3,91
1884,19,4,85
14690,147,2,91
